6112883,one bed flat next to Kings Cross St,21589205,James,Camden,51.53061519,-0.121968356,Entire home-apt,100,1,7,02-09-2015,3.56,1,141
389627,Studio in Fitzrovia - Oxford Circus,1949299,Rawan,Westminster,51.51837819,-0.142377667,Entire home-apt,100,2,35,02-09-2015,3.21,1,162
6660589,Large 1Bdr flat In Notting Hill,34862168,V¢nia,Kensington and Chelsea,51.50685235,-0.215085726,Entire home-apt,100,1,3,02-09-2015,1.05,1,256
3070575,Portobello Notting Hil Bohemian Fun,15627674,Vane,Kensington and Chelsea,51.51718553,-0.201711492,Entire home-apt,99,1,12,02-09-2015,0.8,1,355
4858536,"Luxury Studio, Marylebone",24661287,Izzie,Westminster,51.51447113,-0.159975634,Entire home-apt,99,1,34,02-09-2015,5.45,3,300
7829557,2 bedroom Flat in Earls Court SW5,41230635,Mick,Kensington and Chelsea,51.49118891,-0.18948017,Entire home-apt,99,1,2,02-09-2015,2,1,245
7881684,Large two bedroom apartment,27513623,Ed,Wandsworth,51.4536649,-0.211203339,Entire home-apt,99,3,1,02-09-2015,1,1,21
1188011,Central & Modern walk to Thames,6496230,Min,Tower Hamlets,51.51184131,-0.056409011,Entire home-apt,98,3,6,02-09-2015,0.25,2,176
1278032,Double in Bermondsey London Bridge,6651696,Laura,Southwark,51.49972184,-0.08531717,Private room,95,1,97,02-09-2015,3.96,2,283
7037022,Pretty Garden Apartment in Camden,2808546,Anthony,Camden,51.54269793,-0.139471493,Entire home-apt,95,2,12,02-09-2015,7.66,5,322
7100492,Cosy Battersea Garden Flat.,27083449,Susan,Wandsworth,51.47250585,-0.168448581,Entire home-apt,95,2,1,02-09-2015,1,1,34
6697765,Fabulous Studio In Paddington P6,23977491,Nabil,Westminster,51.5155571,-0.179833569,Entire home-apt,93,1,11,02-09-2015,4.58,39,338
7048867,Flat in the heart of Portobello,1568924,Claire,Kensington and Chelsea,51.52153387,-0.210529754,Entire home-apt,90,2,5,02-09-2015,3.19,1,251
6118409,Beautiful Riverside Studio,31743913,Alice,Wandsworth,51.46616944,-0.213729322,Entire home-apt,90,1,12,02-09-2015,3.05,1,337
7949176,Garden Flat in Old Street,8690046,Alberto And Yeo,Islington,51.52486533,-0.093786693,Entire home-apt,89,1,2,02-09-2015,2,4,188
4557394,Portobello Penthouse,23568009,Sharea,Westminster,51.51948742,-0.201829021,Entire home-apt,89,1,8,02-09-2015,5.33,1,28
731839,BLOOMSBURY LONDON BIG STUDIO 20-4,1824642,Maggie,Camden,51.51773495,-0.124176014,Entire home-apt,89,1,82,02-09-2015,2.36,12,312
620752,Immaculate SW London apartment,2670127,Janine,Wandsworth,51.46219605,-0.243684095,Entire home-apt,89,3,51,02-09-2015,1.5,2,318
6359331,Terrace Duplex Penthouse Canary Whf,4301523,Mona,Tower Hamlets,51.49534521,-0.023190592,Private room,85,1,2,02-09-2015,0.98,1,362
4638825,Excellent Studio Close 2 Museums U7,23977491,Nabil,Kensington and Chelsea,51.49379767,-0.187040357,Entire home-apt,85,1,59,02-09-2015,6.32,39,265
852653,Entire 2bed flat Brick Ln-Whitechpl,4433191,Jon,Tower Hamlets,51.51950041,-0.059780016,Entire home-apt,82,3,28,02-09-2015,0.99,1,3
5289878,Flat in Kensington London W8,27394016,Susana,Kensington and Chelsea,51.49809506,-0.193652646,Entire home-apt,82,1,20,02-09-2015,3.49,1,290
854116,Modern Triple Studio Zone 2,216660,Boris,Hammersmith and Fulham,51.49341565,-0.228862215,Entire home-apt,82,1,5,02-09-2015,0.42,10,258
833896,Modern 1 Bedroom in central London,3157343,Alon,Lambeth,51.47930021,-0.12828963,Entire home-apt,81,1,57,02-09-2015,1.84,1,138
5716659,Cosy room in Central Covent Garden.,29059620,Lakshmi,Westminster,51.51286417,-0.12099153,Private room,80,2,23,02-09-2015,4.54,1,297
2295335,Urban Cool,11724384,Helena,Southwark,51.5004516,-0.103812188,Private room,80,4,49,02-09-2015,3.75,2,338
6980595,Studio Flat East End-Hackney Rd,5455606,Ingo,Tower Hamlets,51.53230678,-0.060030056,Entire home-apt,80,2,10,02-09-2015,4.69,1,346
1363841,Lovely Apartment Notting Hill W10,7203203,NA,Kensington and Chelsea,51.52371585,-0.221582236,Entire home-apt,80,3,10,02-09-2015,0.6,1,2
5965437,Lovely Studio In Paddington P20,23977491,Nabil,Westminster,51.51306235,-0.18102701,Entire home-apt,80,1,28,02-09-2015,6.09,39,332
6553560,Cozy studio for 2 and 1-2,1493573,Anna,Hammersmith and Fulham,51.4945514,-0.226995474,Entire home-apt,80,2,1,02-09-2015,1,4,326
2836252,Quirky Brixton Garden Flat,5023578,Charlotte,Lambeth,51.45214208,-0.116104371,Entire home-apt,80,3,4,02-09-2015,0.34,1,316
4802010,Cool Clerkenwell studio - with cat,2242314,David,Islington,51.53125979,-0.109987419,Entire home-apt,79,3,11,02-09-2015,1.39,1,131
3792171,City of London Loft apartment,19468983,Gael,Islington,51.52431447,-0.097161973,Entire home-apt,79,3,3,02-09-2015,1.76,1,329
4511324,"Luxury room, breakfast Canary Wharf",23391669,Arun,Tower Hamlets,51.49644872,-0.015851301,Private room,75,1,21,02-09-2015,5.04,1,335
5996097,New Experience Central Location,31092775,Katherine,Westminster,51.48943029,-0.137372634,Private room,75,1,5,02-09-2015,5,4,128
7599210,Narrowboat on river at Kew Gardens,4621920,Phoebe,Richmond upon Thames,51.48621788,-0.287241145,Entire home-apt,75,1,8,02-09-2015,7.06,1,9
6386540,CENTRAL LONDON STUDIO WITH EN SUITE,29051660,Shaan,Lambeth,51.478927,-0.123156769,Entire home-apt,75,1,26,02-09-2015,7.8,2,182
7868967,"UNBELIEVABLE NEW STUDIO,YOU'll LOVE",24011298,Vivi,Hammersmith and Fulham,51.47482322,-0.209295875,Entire home-apt,75,1,1,02-09-2015,1,1,338
2541800,Double Bedroom Flat in Zone 2 (SW4),13015915,Sunil,Lambeth,51.47121432,-0.128803061,Entire home-apt,75,3,30,02-09-2015,2.74,1,0
5567768,1-Bed Patio Garden Flat in Clapham,11924562,Lizzie,Wandsworth,51.4616568,-0.16549787,Entire home-apt,75,7,5,02-09-2015,1.83,1,316
7746025,Big bright beautiful Brixton flat,31681780,Ella,Lambeth,51.46141693,-0.123467952,Entire home-apt,75,2,3,02-09-2015,3,1,3
6600595,"Fresh, Peaceful 1 Bed Apt.",34530221,Peter,Tower Hamlets,51.5324972,-0.034399318,Entire home-apt,70,1,11,02-09-2015,4.02,1,319
3430563,Stylish studio in Shepherd's Bush,17279027,John,Hammersmith and Fulham,51.50163732,-0.227674004,Entire home-apt,70,4,8,02-09-2015,0.64,2,232
3591936,Charming and Cosy Apartment,12808381,Karl,Hackney,51.5565993,-0.086866261,Entire home-apt,69,3,18,02-09-2015,1.39,1,243
6710754,Apartment in an iconic skyscraper,15319933,Chetan,Tower Hamlets,51.50860362,-0.02189473,Private room,65,1,5,02-09-2015,1.76,1,21
4439467,Beautiful flat in Marylebone,3658699,Mondi,Westminster,51.52001792,-0.153956784,Entire home-apt,65,2,24,02-09-2015,2.33,1,13
4698124,Great Room 10min to central London,24286481,Lior,Southwark,51.48774033,-0.101959151,Private room,63,3,48,02-09-2015,5.48,1,7
7718687,Gorgeous single bedroom,12717793,Grace,Kensington and Chelsea,51.49831356,-0.182999898,Private room,60,1,1,02-09-2015,1,3,358
4917089,Victorian Delight,53348,Arzu,Camden,51.54378415,-0.134914282,Entire home-apt,60,1,12,02-09-2015,2.29,2,338
5268360,Stunning Studio,7329434,Mia,Hounslow,51.47351866,-0.352824646,Entire home-apt,60,1,5,02-09-2015,2.27,1,240
2500187,Charming bedroom with Ensuite,12796381,Lois,Lambeth,51.43653528,-0.099217989,Private room,56,1,63,02-09-2015,3.51,1,347
1313611,Beautiful room  3 in central London,7106582,Uros,Tower Hamlets,51.51571869,-0.075265066,Private room,55,1,93,02-09-2015,5.58,11,0
5892658,London's best kept secret.,207304,Mike,Southwark,51.49302568,-0.090485666,Private room,55,2,28,02-09-2015,5.96,1,191
7705130,Double bedroom by Oval SW9,40475797,Virginia,Lambeth,51.48023172,-0.112038158,Private room,55,2,1,02-09-2015,1,1,33
4928798,Greenwich London near O2 Arena,25390241,Steven,Greenwich,51.48545417,0.021304426,Entire home-apt,53,1,32,02-09-2015,4.55,1,337
3689376,"Double Room, Shoreditch top floor",18777980,Max,Hackney,51.52540052,-0.084475671,Private room,52,1,72,02-09-2015,5.4,2,304
4931057,2 bedroom apartment in Richmond,23574896,Ben,Richmond upon Thames,51.46324372,-0.291938858,Private room,52,1,4,02-09-2015,1.26,1,360
7378251,DOUBLE BEDROOM 5 MINS FROM STATION,38652135,Robbie,Islington,51.54867026,-0.108686701,Private room,50,1,3,02-09-2015,2.25,1,338
7668388,Double Room in the Central London,39548359,Sarune&Vincent,Westminster,51.52760714,-0.195234935,Private room,50,1,1,02-09-2015,1,1,363
5119925,Charming room up to 4 Mile End STC1,12752711,Emran,Tower Hamlets,51.52515269,-0.027841063,Private room,50,3,16,02-09-2015,2.54,82,306
6752812,Double Room near Portbello Road Mkt,35357606,Leo,Westminster,51.5182374,-0.197987159,Private room,50,1,1,02-09-2015,1,1,365
2159515,Beautiful loft apartment in Fulham,11019018,Manlio,Hammersmith and Fulham,51.48083466,-0.218075763,Private room,50,1,72,02-09-2015,4.15,1,313
4437005,"Cosy double room in Brixton, London",18466946,Laura,Lambeth,51.45423682,-0.119076397,Private room,50,2,33,02-09-2015,3.49,1,75
5134118,Beautiful Balham Terrific Transport,26305338,Susie,Lambeth,51.44391403,-0.144344498,Private room,50,1,3,02-09-2015,3,3,326
7240935,Room w- park view - Piccadilly Line,3237271,Richard,Hackney,51.56859889,-0.098375315,Private room,49,1,2,02-09-2015,1.5,1,354
7538571,Camden Town by the canal,3234612,Rebecca,Camden,51.54170655,-0.13624747,Private room,49,1,10,02-09-2015,8.11,1,235
7756376,Single Room in Hyde Park Mansion,40612602,Moritz,Westminster,51.51817015,-0.16861568,Private room,49,3,1,02-09-2015,1,1,5
392139,Fantastic Double  En-Suite in W12,1961031,Diana,Hammersmith and Fulham,51.50872358,-0.228375533,Private room,48,1,34,02-09-2015,2.05,2,343
6973487,"Double room, stylish Victorian flat",30580454,Charlie,Hackney,51.56716544,-0.070538329,Private room,45,2,2,02-09-2015,2,1,116
1313531,Cozy Room in central london  12,7106582,Uros,Tower Hamlets,51.51605298,-0.07385623,Private room,45,1,114,02-09-2015,4.84,11,301
6914151,Nice Double Room near Canada Water,27921503,Alex,Southwark,51.49493893,-0.041580951,Private room,45,1,3,02-09-2015,1.3,5,318
6787554,Bedroom city center London,15371381,Emilie,Lambeth,51.47925598,-0.127289473,Private room,45,1,8,02-09-2015,3.43,1,341
3456045,Double room and Garden - Clapham,17190499,Mike And Vanessa,Lambeth,51.45102325,-0.139139019,Private room,45,3,23,02-09-2015,1.64,2,14
5908796,King Size Bed in Hammersmith.,30688252,John,Hammersmith and Fulham,51.49323554,-0.234380401,Private room,42,1,22,02-09-2015,4.55,2,265
5586906,"Heart of Islington, Walk to Arsenal",27941499,Ellie,Islington,51.55916593,-0.115491396,Private room,40,1,7,02-09-2015,1.25,1,254
6722056,En-Suite Private Double Bedroom,35199327,Charlie,Southwark,51.49728462,-0.034562993,Private room,40,2,8,02-09-2015,3.69,1,0
6765199,DB Bedroom with free parking,26059110,Suborna And Fleur,Wandsworth,51.45521571,-0.218954546,Private room,40,2,11,02-09-2015,4.29,1,310
5327536,room with 2-3 double bed,27402629,Mel,Hammersmith and Fulham,51.50198938,-0.235578459,Private room,39,2,7,02-09-2015,1.07,1,313
3417823,Central London - Pimlico & Victoria,6419210,Bogdan,Westminster,51.4862404,-0.14046675,Private room,39,1,11,02-09-2015,0.81,1,160
5372111,Comfortable Double Bedroom in NW,10984653,Cristina,Camden,51.53568861,-0.190652029,Private room,37,1,12,02-09-2015,1.94,1,188
4383758,Notting Hill - Portobello Road,22758387,Roy,Kensington and Chelsea,51.51712423,-0.209802228,Private room,37,1,5,02-09-2015,5,1,194
6428733,Large double room in Balham,30088082,Fawn & Sam,Lambeth,51.4487415,-0.137872219,Private room,36,2,8,02-09-2015,3.64,1,326
6626864,Double Room - Hoxton-Shoreditch PK1,9224272,Aneela,Tower Hamlets,51.52903125,-0.071840843,Private room,35,3,11,02-09-2015,3.75,14,292
4864921,Lovely Double Room in Whitechapel,25024027,Tara,Tower Hamlets,51.51763644,-0.055419034,Private room,35,2,10,02-09-2015,1.24,1,230
7569493,GREAT ROOM IN ALDGATE  EAST - HAD-1,12752711,Emran,Tower Hamlets,51.51308789,-0.066156043,Private room,35,2,2,02-09-2015,2,82,336
4116649,"Lovely sgl bedroom, 4min from tube",18278465,Yak & Maddy,Hounslow,51.49806807,-0.280684418,Private room,35,1,44,02-09-2015,4.3,2,67
7295920,Top Floor London Penthouse,21325749,Stuart,Lewisham,51.4926571,-0.03426119,Private room,35,1,10,02-09-2015,6.12,1,185
7985817,Single room in Canary Wharf,35552688,Milo,Tower Hamlets,51.48871483,-0.004671367,Private room,35,1,2,02-09-2015,2,4,88
8160913,Charming flat with a shard view,43077222,Ahmed,Southwark,51.48254662,-0.081676429,Private room,35,1,1,02-09-2015,1,1,354
4122753,Double room in a modern quiet flat,21388083,Naz,Richmond upon Thames,51.47468894,-0.287317852,Private room,35,1,23,02-09-2015,2.31,3,298
6346414,"Dble bedroom, Zon2,10m London Brige",10764914,Tom & Paul,Lewisham,51.46330099,-0.013940514,Private room,35,1,27,02-09-2015,8.18,1,257
4682852,Cosy double room in lively Clapham,1606029,Hulya,Lambeth,51.45104127,-0.134360487,Private room,35,2,8,02-09-2015,1.05,2,354
7793368,Your own detached summer house,19342820,Christian,Croydon,51.41351961,-0.08269381,Private room,35,1,3,02-09-2015,3,2,346
472861,Islington Camden Zone2 WIFI Parking,2345277,Dan,Islington,51.55558639,-0.125031814,Private room,34,3,30,02-09-2015,1.68,2,254
1046865,Sunny&big -Tempur bed-new bathroom,5763777,Lori,Hackney,51.54698699,-0.068132858,Private room,32,1,48,02-09-2015,1.83,1,343
7910732,Newly painted quiet room in Euston,39932852,La,Camden,51.52897801,-0.143469143,Private room,32,4,1,02-09-2015,1,14,3
650926,Double room in friendly house,1986644,Claire,Hackney,51.55708226,-0.048941278,Private room,30,1,1,02-09-2015,1,2,302
5119688,Charming dbl room in BOW STC ( 3 ),12752711,Emran,Tower Hamlets,51.52683224,-0.028230769,Private room,30,2,17,02-09-2015,2.79,82,334
7946066,"Double room, in very clean  flat.",20276266,Tsehay,Southwark,51.47061807,-0.077936559,Private room,30,1,1,02-09-2015,1,1,360
3015624,Cozy double room near Clapham park,6141620,Manuela,Lambeth,51.46605722,-0.136989891,Private room,27,4,4,02-09-2015,0.35,18,29
5206401,"London-  LGBT, vegan & pet friendly",8736898,Claudia,Newham,51.52415727,0.012170643,Private room,25,1,31,02-09-2015,4.67,1,189
390618,Great value double. Excel-Docklands,1953785,NA,Newham,51.50772373,0.06676676,Private room,25,1,48,02-09-2015,4.3,1,319
6525544,Couch surfing in Chiswick London,23317054,Saeed,Hounslow,51.48915586,-0.286036613,Shared room,20,3,5,02-09-2015,2.03,1,328
7547166,"CRASHPAD LOVELY HOUSE, 5 MINS TUBE",39047406,Bev,Redbridge,51.59546312,0.024899777,Private room,20,1,4,02-09-2015,4,1,323
6765134,3 BEDROOM HOUSE-KNIGHTSBRIDGE-,31269173,Matteo,Kensington and Chelsea,51.49725657,-0.164972996,Entire home-apt,430,2,12,01-09-2015,4.62,1,350
5332837,Mayfair Club 1 Bedroom Apartment,27628269,AVA Hospitality,Westminster,51.50531052,-0.147386539,Entire home-apt,380,1,1,01-09-2015,1,3,365
5531383,Spacious Apartment - Covent Garden,4325599,Ian,Westminster,51.50928464,-0.124475338,Entire home-apt,300,1,13,01-09-2015,2.47,2,314
1808591,"Elegant Family home, great location",9478140,Fiona,Wandsworth,51.45308407,-0.15744022,Entire home-apt,300,2,26,01-09-2015,1.27,1,53
7336217,Spectacular Shoreditch Penthouse,400661,Scott,Hackney,51.52597922,-0.080058175,Entire home-apt,250,1,5,01-09-2015,5,1,185
6393790,3 bedroom flat + terrace + view,33338196,Claire,Kensington and Chelsea,51.49291698,-0.195783858,Entire home-apt,250,5,1,01-09-2015,1,1,80
5733298,Apartment in Shoreditch up to 12(ON,12752711,Emran,Hackney,51.52369488,-0.075984609,Entire home-apt,229,2,19,01-09-2015,4.79,82,311
3463129,Beautiful Apartment Brick Lane (EV),12752711,Emran,Tower Hamlets,51.51371592,-0.067951847,Entire home-apt,229,3,59,01-09-2015,4.24,82,300
1634459,Trendy Notting Hill Duplex Flat,8027475,Priyan,Kensington and Chelsea,51.50953744,-0.194751414,Entire home-apt,225,2,79,01-09-2015,3.35,5,323
3787924,Spacious & Sleek Knightsbridge 1BD,10350242,Arie,Westminster,51.49897063,-0.170430549,Entire home-apt,225,2,26,01-09-2015,2.67,1,332
2058670,FANTASTIC HOUSE TOWER BRIDGE LONDON,9364073,Lamotte Property Mart,Southwark,51.492028,-0.0567483,Entire home-apt,210,1,72,01-09-2015,3.55,4,297
2206237,2 large double bedroom flat in Soho,10811728,Map,Westminster,51.51011991,-0.13382144,Entire home-apt,200,1,118,01-09-2015,6.17,7,273
4566334,Waterfront Penthouse,3851238,Phoebe,Tower Hamlets,51.50480247,-0.00978902,Entire home-apt,200,2,9,01-09-2015,1.29,1,188
6018687,"London, Kensington - 4  Family home",4223421,Martin,Kensington and Chelsea,51.49939072,-0.21045927,Entire home-apt,200,3,9,01-09-2015,4.22,2,296
8023869,LUXURY 4 BED APARTMENT WITH GARDEN,11487744,Kingsley,Westminster,51.5282581,-0.185973008,Entire home-apt,195,2,1,01-09-2015,1,2,335
5824668,"Beautiful, 3 Bedroom, Notting Hill",4181168,Sophie,Westminster,51.5199684,-0.201177315,Entire home-apt,195,2,31,01-09-2015,7.62,1,203
7925529,Large apartment in SW19 Wimbledon,41785042,Christina,Wandsworth,51.43998754,-0.224104952,Entire home-apt,195,1,1,01-09-2015,1,2,362
7352474,Central London Kings Cross Eurostar,17783990,Amir,Islington,51.53353115,-0.115690705,Entire home-apt,190,2,6,01-09-2015,5,1,306
7379311,2+ Bed Flat in Holland Park W14,34893904,Shannon,Kensington and Chelsea,51.49808256,-0.206758901,Entire home-apt,185,1,1,01-09-2015,1,8,364
1306693,Luxury 2 Bed Clerkenwell Apartment,5418847,Amit,Islington,51.52200291,-0.098767937,Entire home-apt,180,2,23,01-09-2015,1.42,1,348
7105450,Spacious 4 bedroom family home,5135338,Zoe,Wandsworth,51.46164072,-0.178764177,Entire home-apt,180,2,1,01-09-2015,1,1,198
7303864,Four bed family house in Wimbledon,3499186,Anna,Merton,51.42053425,-0.196859563,Entire home-apt,179,1,4,01-09-2015,4,1,33
6224560,Bright duplex on the Thames Path,22639838,Amy,Tower Hamlets,51.51086768,-0.041238571,Entire home-apt,177,1,11,01-09-2015,3,1,314
2429192,"Stylish two bed, Tower Bridge, SE1",10096715,Peter,Southwark,51.50268683,-0.073352136,Entire home-apt,175,1,41,01-09-2015,2.73,4,314
7081554,MODERN 2BEDROOM FLAT CLAPHAM JUNC,27060791,Mark,Wandsworth,51.46348592,-0.167824927,Entire home-apt,175,2,2,01-09-2015,2,1,38
529558,"Super-convenient, 3 mins to Kings X",1240748,Brigitte,Camden,51.52917888,-0.122671081,Entire home-apt,170,2,8,01-09-2015,4.53,1,171
3977637,"Top value, Piccadilly only 20 mins",20614396,John,Hammersmith and Fulham,51.48806051,-0.210857821,Entire home-apt,170,1,52,01-09-2015,5.03,1,200
578145,BESTOF BOTH WORLDS IN PRIME MAYFAIR,2843780,Yagmur,Westminster,51.50903414,-0.141122102,Entire home-apt,169,4,19,01-09-2015,0.54,1,335
5114979,Fulham maisonette with 2DBR suites,19643575,Avril,Hammersmith and Fulham,51.47725367,-0.212920716,Entire home-apt,165,1,11,01-09-2015,1.67,1,332
4254435,Spacious Central London Apartment,690778,Humphrey,Southwark,51.48948776,-0.100430336,Entire home-apt,160,2,31,01-09-2015,3.02,2,328
354003,Beautiful 2 double bedroom,1792369,Eleonor,Kensington and Chelsea,51.49079517,-0.187786302,Entire home-apt,159,1,46,01-09-2015,1.26,1,155
4135889,BEAUTIFUL 2BED CANALSIDE SHOREDITCH,3893720,Rachel,Hackney,51.5357475,-0.077876913,Entire home-apt,150,5,16,01-09-2015,1.49,1,257
6352071,Amazing 2 bed 2 bath flat w-parking,16855059,Ranjani,Southwark,51.49964183,-0.070610668,Entire home-apt,150,2,5,01-09-2015,1.85,1,94
7205273,Mansion Flat in Kensington,37727661,Dom,Hammersmith and Fulham,51.491949,-0.212233215,Entire home-apt,150,2,6,01-09-2015,3.6,1,310
1951216,Lovely quiet Chelsea apartment,10090349,Catie,Kensington and Chelsea,51.48949972,-0.163132695,Entire home-apt,150,2,15,01-09-2015,0.92,2,334
3456150,"Bright, large & central townhouse",9877401,Alex,Lambeth,51.48073224,-0.112196371,Entire home-apt,150,2,2,01-09-2015,1.71,1,221
2025844,Family Friendly Central London Flat,10407628,Mark,Camden,51.52426188,-0.125149893,Entire home-apt,149,1,124,01-09-2015,5.94,1,323
2882052,Tourist Heaven Westminster-Victoria,2293201,Dan,Westminster,51.49510976,-0.13310306,Entire home-apt,145,1,110,01-09-2015,7.27,3,296
